neighborhood,landsize,housesize,bedroom,bathroom,parkinglot,price
Conocoto,200,196,4,2,2,125000
Carcelén,141,114,3,3,1,78000
Cumbayá,580,580,4,4,3,620000
La Armenia,263,263,4,4,2,180000
Sur de Quito,154,129,4,1,2,65000
Cumbayá,650,560,3,3,3,579000
Los Chillos,196,136,3,2,2,99900
Cumbayá,165,135,3,2,2,183000
La Armenia,420,350,3,2,4,230000
Conocoto,116,116,3,2,2,112500
Norte de Quito,117,117,4,2,1,114800
Cumbayá,380,300,4,3,2,360000
Sangolqui,190,140,3,2,1,87900
Cumbayá,300,240,3,3,2,340000
Conocoto,98,98,3,2,1,75000
Cumbayá,512,316,3,3,4,360000
Cumbayá,885,485,3,5,4,460000
La Armenia,236,152,4,3,2,84990
Cumbayá,1050,400,5,5,4,670000
Sangolqui,170,140,3,3,1,97000
Carcelén,513,513,5,5,3,335000
Norte de Quito,160,160,3,3,3,143900
Tumbaco,228,137,3,2,2,157000
Centro Norte,1000,190,3,3,2,160000
Tumbaco,300,300,4,3,2,280000
Los Chillos,170,120,3,2,2,104900
Calderón,140,140,3,3,1,72000
Ponceano,240,207,4,3,2,180000
Carcelén,490,400,4,4,4,270000
San Isidro - Vista Grande,165,150,3,2,1,119000
San Isidro - Vista Grande,470,270,4,4,4,466000
Sangolqui,178,178,4,2,2,65000
Mitad del Mundo,230,76,3,1,2,59000
Los Chillos,230,132,3,2,2,119000
Calderón,194,116,3,2,2,80000
Cumbayá,650,500,5,4,4,375000
La Armenia,300,300,3,3,4,198000
Tumbaco,150,150,3,2,2,126000
Los Chillos,194,165,3,2,2,119990
Cumbayá,700,450,5,4,3,625000
Carcelén,380,240,4,3,2,179999
Cumbayá,382,382,3,4,3,390000
San Carlos,131,128,4,2,2,90000
Conocoto,176,176,2,2,2,74900
Cumbayá,208,200,4,2,2,210000
Sangolqui,300,160,3,3,2,148000
Cumbayá,350,330,4,4,3,375000
Los Chillos,151,148,3,3,2,135000
Norte de Quito,140,130,3,2,1,86000
Calderón,104,74,3,2,1,60000
Cumbayá,510,400,3,3,4,385000
Tumbaco,135,120,3,2,2,125000
Los Chillos,478,251,5,4,3,229000
Calderón,180,160,3,2,2,75000
Calderón,114,114,3,2,1,81000
El Inca,120,120,3,2,2,83000
Tumbaco,250,212,3,3,2,270000
San Isidro - Vista Grande,136,126,3,2,2,99000
El Pinar,200,154,3,4,2,155000
Nayón,311,311,3,3,3,339000
Cumbayá,480,480,3,4,2,447000
Amagasí,146,146,3,2,2,158000
Carcelén,163,151,4,3,2,138000
Cumbayá,180,160,3,2,2,200000
Los Chillos,185,130,3,2,1,92000
Los Chillos,155,155,4,2,2,150000
Mitad del Mundo,479,341,4,5,4,395000
Los Chillos,184,144,3,3,1,135000
El Condado,120,120,3,2,1,70000
Sur de Quito,486,145,3,1,3,69900
La Armenia,191,143,3,2,2,105000
Mitad del Mundo,306,306,4,3,2,185000
Tumbaco,290,244,3,3,2,245000
Los Chillos,400,270,3,2,3,180000
Conocoto,140,140,4,3,2,102900
Cumbayá,380,380,4,4,4,440000
Centro de Quito,170,117,3,2,1,105000
Los Chillos,262,204,3,3,2,198000
La Armenia,96,96,3,1,1,80000
Pomasqui,173,140,3,2,2,102000
Conocoto,120,120,3,2,1,85000
San Rafael,220,220,3,3,2,144500
Calderón,174,72,3,2,2,46000
El Inca,151,151,3,2,1,87000
Norte de Quito,472,272,3,3,3,189500
Tumbaco,360,208,4,3,2,205000
Tumbaco,279,190,3,3,4,180000
Calderón,89,89,3,3,1,60000
Los Chillos,101,136,4,2,2,84500
Cumbayá,256,185,3,3,2,239000
Tumbaco,281,180,3,2,2,220000
Sangolqui,180,115,3,2,2,89000
Los Chillos,92,92,3,2,1,68000
Puembo,263,263,3,3,2,290000
Conocoto,240,170,3,3,2,95000
El Bosque,148,100,3,2,1,88000
Cumbayá,510,490,3,4,3,498000
Los Chillos,400,400,4,4,4,430000
Cumbayá,205,205,3,2,2,255000
Sur de Quito,400,150,4,3,4,110000
Sur de Quito,150,150,4,2,1,78500
Cumbayá,367,367,3,3,2,430000
Sangolqui,167,167,3,2,4,159900
Mitad del Mundo,136,75,3,1,1,55000
Los Chillos,204,142,3,2,2,136000
Tumbaco,750,400,3,3,4,395000
Carcelén,200,185,3,2,3,215000
Ponceano,215,170,4,2,2,122000
Sur de Quito,500,196,5,2,4,95000
Sangolqui,196,166,4,3,2,134000
Tumbaco,183,138,3,2,2,160000
Los Chillos,450,450,5,4,4,310000
Mitad del Mundo,289,289,3,2,2,92500
Tumbaco,125,110,3,3,1,110000
Cumbayá,982,500,3,4,4,700000
Los Chillos,141,141,3,2,2,115000
Cumbayá,400,250,3,3,3,338000
Centro Norte,162,162,3,2,2,140000
Calderón,40,80,3,2,1,72000
Comité del Pueblo,217,164,3,2,2,198483
Tumbaco,100,85,3,2,1,95000
Los Chillos,105,98,2,2,1,58999
Ponceano,176,140,3,3,2,99000
Tumbaco,240,175,3,2,2,200000
El Condado,240,184,3,3,2,170000
Centro Norte,310,290,5,4,2,270000
Ponceano,115,115,3,2,1,84999
Tumbaco,579,310,3,4,2,385000
Conocoto,200,180,3,2,2,152000
Carcelén,250,180,3,2,2,138000
Carcelén,150,150,4,3,1,140000
Los Chillos,990,520,4,4,3,520000
San Rafael,500,360,3,3,3,350000
Norte de Quito,220,200,4,3,2,168000
Tumbaco,450,356,3,3,2,430000
Calderón,126,126,3,2,2,119900
Calderón,132,121,3,2,1,72000
Sur de Quito,200,120,3,2,3,55000
Centro Norte,690,340,3,3,4,530000
Cumbayá,310,276,3,4,2,320000
Conocoto,688,326,3,2,3,175000
San Rafael,165,148,3,2,2,118000
Tumbaco,344,215,2,2,3,199900
El Bosque,336,268,3,3,3,285000
Cumbayá,184,184,3,2,2,225000
Los Chillos,110,110,3,2,1,88000
Carcelén,230,230,4,4,3,250000
Conocoto,105,105,3,2,2,114500
Tumbaco,217,217,3,3,2,217000
Carcelén,170,140,3,2,2,125000
Nayón - Tanda,540,350,4,4,2,420000
Carcelén,257,221,3,4,3,219000
Cumbayá,340,240,3,2,2,330000
La Armenia,98,98,3,2,1,80000
El Tingo,140,130,3,2,2,96000
El Inca,365,365,3,2,2,365000
Las Casas,163,154,4,3,1,90000
Cumbayá,185,185,3,3,2,282000
Carcelén,140,140,4,2,2,95000
Monteserrín,355,355,3,3,2,300000
Los Chillos,231,183,3,2,2,155000
Cumbayá,502,250,4,4,4,340000
Tumbaco,250,204,3,2,2,280000
Puembo,346,246,3,3,2,318000
Sangolqui,242,188,5,4,4,109000
Cumbayá,410,350,4,4,4,400000
El Condado,200,184,4,3,2,156000
Los Chillos,400,190,4,2,4,112000
La Armenia,267,267,3,3,2,220000
Los Chillos,70,144,3,2,2,117900
Mitad del Mundo,158,119,3,2,2,81990
Los Chillos,260,260,4,3,2,169000
Pomasqui,150,150,3,2,2,80000
Carcelén,176,139,3,2,2,123000
Checa,151,137,2,2,1,260000
Ponceano,195,195,3,2,2,130000
Los Chillos,187,127,3,2,1,95000
Carcelén,261,170,3,2,1,127500
Norte de Quito,327,148,4,2,2,169000
Sangolqui,152,146,3,2,2,100000
Calderón,130,110,2,2,1,62000
El Condado,411,398,4,4,2,380000
La Armenia,96,96,3,2,2,110000
Los Chillos,200,200,3,3,2,160000
Mitad del Mundo,992,457,4,2,3,195000
Cumbayá,1050,250,3,3,2,500000
Los Chillos,560,381,5,4,3,268900
Cumbayá,207,207,4,3,2,290000
Calderón,93,70,3,2,1,55000
Ponceano,204,204,4,3,1,97000
Tumbaco,291,194,3,2,2,235000
Tumbaco,279,190,3,3,3,195000
Mitad del Mundo,130,108,3,3,1,54000
Calderón,113,113,3,2,1,75900
Los Chillos,450,235,4,3,3,250000
Norte de Quito,120,120,3,2,1,99000
Los Chillos,159,100,3,1,1,55000
Sangolqui,294,180,3,3,3,175000
Calderón,107,107,3,2,1,65000
Tumbaco,414,279,3,3,2,364990
Tumbaco,292,252,3,3,3,165900
Norte de Quito,250,250,4,4,3,250000
Sangolqui,900,280,3,2,3,300000
Cumbayá,200,170,3,4,3,200000
Mitad del Mundo,255,140,3,3,4,134500
Mitad del Mundo,276,175,3,2,1,142000
Quitumbe,262,250,3,3,1,115000
Los Chillos,141,92,3,2,2,69900
Los Chillos,315,303,4,3,3,195000
Sur de Quito,182,126,3,1,1,75000
Cumbayá,390,250,3,3,2,315000
Cumbayá,305,205,3,3,2,320000
Los Chillos,383,280,4,1,2,94900
Los Chillos,150,150,4,2,2,128000
San Rafael,500,350,3,3,4,350000
Los Chillos,182,182,4,2,2,140000
Miravalle,500,450,4,4,4,1800
Conocoto,250,134,4,2,2,90000
Conocoto,184,184,3,2,2,119000
Mitad del Mundo,134,117,4,3,1,68000
Tumbaco,323,193,4,3,3,230000
El Pinar,196,196,4,3,2,125000
Tumbaco,210,178,3,2,2,188000
Los Chillos,135,135,3,2,2,110000
Mitad del Mundo,418,258,4,3,2,170000
Carcelén,525,510,4,4,2,219500
Los Chillos,527,268,3,3,3,195000
Cumbayá,318,318,3,3,3,405000
Pomasqui,231,193,3,2,2,155000
Conocoto,320,240,4,4,2,129000
Calderón,120,80,2,1,1,65000
Norte de Quito,380,320,4,5,3,360000
Sangolqui,110,110,3,2,1,65000
Monteserrín,203,203,3,4,2,275000
Tumbaco,252,192,3,3,3,164900
Cumbayá,780,380,3,2,2,450000
Carcelén,230,230,4,4,2,210000
Cumbayá,520,290,3,4,3,450000
Calderón,100,100,3,2,1,88000
Los Chillos,204,112,3,2,2,110000
Centro Norte,110,110,3,4,2,125000
Nayón - Tanda,450,311,3,3,3,325000
Cumbayá,250,180,4,3,3,268000
Centro Norte,198,198,3,2,2,85900
El Bosque,430,430,4,4,4,360000
Carcelén,119,113,3,2,1,66000
Monteserrín,400,222,3,3,3,260000
Centro Norte,224,200,4,3,1,178000
Nayón - Tanda,170,150,3,2,2,175000
El Condado,372,352,4,5,4,350000
Tumbaco,190,170,3,2,2,195000
Tumbaco,504,270,3,3,3,299000
Centro de Quito,754,372,4,4,3,410000
Cumbayá,220,210,3,3,2,280000
El Condado,162,142,3,3,2,130000
Quito Tenis,936,440,3,4,4,370000
Cumbayá,692,540,4,3,4,550000
Norte de Quito,352,314,3,3,3,219500
Centro Norte,132,117,3,2,2,165000
San Carlos,149,124,3,2,1,105000
El Condado,140,140,3,3,1,109000
Norte de Quito,438,240,3,3,2,205000
Pomasqui,188,133,3,2,1,105000
El Inca,159,159,3,2,1,139000
Norte de Quito,136,136,4,3,2,102000
Ponceano,205,205,3,3,2,175000
Nayón - Tanda,230,171,3,4,2,180000
San Rafael,157,157,3,2,2,120000
Pomasqui,120,80,3,2,2,99900
La Armenia,535,286,3,3,3,219900
Cumbayá,155,155,3,2,2,185000
Miravalle,540,488,3,4,2,640000
Calderón,119,233,2,2,1,100000
Nayón - Tanda,162,159,3,3,3,250000
Tumbaco,119,82,3,2,1,120000
Cumbayá,276,225,3,3,2,255000
Norte de Quito,150,150,4,3,2,150000
Guayllabamba,1000,160,4,2,3,145000
Ponceano,370,305,3,3,2,184999
Carcelén,183,146,3,4,2,125000
Centro Norte,141,122,2,2,1,60000
Sangolqui,110,110,3,3,1,89000
Monteserrín,300,266,3,3,2,287400
Puembo,810,310,4,3,4,199000
Tumbaco,460,316,3,3,3,390000
Cumbayá,600,400,3,4,4,520000
La Armenia,115,115,3,2,2,105000
Tumbaco,350,286,4,3,2,250000
La Armenia,192,140,3,2,2,119000
Tumbaco,245,220,4,5,2,200000
Sangolqui,200,200,2,2,1,78000
Calderón,158,138,4,3,1,85000
Quitumbe,135,135,3,2,2,80000
Conocoto,156,156,3,2,1,115000
Cumbayá,437,437,5,4,2,515000
Cumbayá,720,220,3,3,2,320000
Tumbaco,123,123,3,3,1,125000
Centro Norte,372,307,4,3,2,245000
Mitad del Mundo,210,150,3,2,3,130000
Los Chillos,212,212,4,3,1,76000
Sangolqui,920,600,4,4,4,470000
Conocoto,282,196,3,5,2,145000
Carcelén,220,220,4,2,3,160000
Tumbaco,190,190,3,3,2,183999
Cumbayá,200,170,3,2,2,285000
Cumbayá,457,346,3,2,3,330000
Cumbayá,234,170,3,3,2,219000
Cumbayá,350,350,4,4,2,315000
Conocoto,176,138,4,3,2,85000
Cumbayá,540,540,4,6,4,450000
Yaruqui,140,140,3,3,2,115000
Los Chillos,213,213,3,2,2,115000
Pomasqui,109,90,3,2,2,87000
Mitad del Mundo,250,170,3,2,2,139900
El Inca,200,153,4,4,2,120000
Sur de Quito,107,107,3,2,1,53000
Tumbaco,159,159,3,2,2,140000
Pomasqui,140,130,3,2,2,104000
Cumbayá,510,380,3,4,2,599000
Norte de Quito,172,160,3,3,2,178000
Centro Norte,279,228,3,2,3,160000
Tumbaco,170,140,3,3,2,144500
Tumbaco,203,148,3,2,2,165000
Ponceano,411,364,4,4,2,230000
Miravalle,450,450,4,4,3,550000
Calderón,150,120,3,2,1,66000
Mitad del Mundo,133,80,3,2,1,85000
Tumbaco,507,340,4,3,2,380000
Mitad del Mundo,590,390,4,4,2,410000
Cumbayá,233,158,3,2,2,260000
Norte de Quito,243,212,5,3,2,158000
Comité del Pueblo,191,191,3,2,2,192000
Carcelén,165,135,3,3,2,89000
Tumbaco,500,286,3,4,2,458000
Carcelén,130,90,3,2,1,78000
Los Chillos,270,220,4,3,2,195000
El Bosque,581,560,5,4,4,550000
Cumbayá,310,254,3,4,2,299000
Cumbayá,420,420,3,3,3,380000
Cumbayá,235,170,3,4,2,212000
Tumbaco,167,114,3,2,2,135000
Tumbaco,260,200,3,3,2,168000
Nayón - Tanda,265,265,3,3,3,380000
Pifo,240,110,3,2,3,105000
Amagasí,112,112,3,2,1,100000
Norte de Quito,245,191,4,3,2,164000
Tumbaco,290,260,3,2,2,265000
González Suárez,380,315,4,4,2,328000
El Condado,400,387,3,3,3,290000
Cumbayá,290,239,3,2,2,270000
Cumbayá,495,330,3,3,2,400000
Cumbayá,500,350,4,4,2,335000
Llano Grande,103,103,3,2,1,57000
El Pinar,290,271,4,3,3,210000
Cumbayá,154,154,3,3,2,209000
Sur de Quito,182,126,2,1,1,75000
Cumbayá,147,120,3,2,2,140000
Cumbayá,210,185,3,3,2,248000
El Condado,540,500,3,3,3,495000
Norte de Quito,530,400,3,2,2,219000
Cumbayá,271,218,3,3,2,275000
Carcelén,204,147,4,3,2,150000
Tumbaco,480,360,5,4,3,289900
El Inca,211,211,4,3,3,134900
Tumbaco,317,317,3,4,2,191000
Tumbaco,102,102,3,2,1,95000
Tumbaco,416,416,3,3,3,430000
Cumbayá,214,214,4,4,2,225000
Cumbayá,240,240,3,2,3,300000
Cumbayá,340,340,4,3,4,445000
Tumbaco,220,190,4,4,2,205000
Conocoto,234,121,3,2,1,115000
Calderón,163,163,3,2,1,100000
Tumbaco,240,240,3,3,2,169000
Nayón - Tanda,875,265,4,3,4,365000
Calderón,178,160,3,3,1,90000
Conocoto,123,108,3,2,1,85000
Mitad del Mundo,609,470,4,3,3,175000
Mitad del Mundo,140,140,3,2,4,99000
Sur de Quito,180,116,4,2,4,59000
Cumbayá,500,350,4,4,3,335000
Cumbayá,281,210,3,3,3,215000
Conocoto,130,117,3,2,2,106000
Carcelén,147,114,3,2,1,89000
La Armenia,300,300,4,4,1,184000
Conocoto,430,294,4,4,2,275000
Los Chillos,244,244,4,3,4,300000
Cumbayá,960,330,4,4,3,460000
Los Chillos,306,200,3,2,2,130000
Ponceano,120,120,3,2,2,130000
Tumbaco,162,162,3,2,2,220000
Los Chillos,300,240,4,2,4,160000
Sangolqui,500,190,4,4,2,150000
Centro Norte,169,159,3,4,2,120000
Norte de Quito,295,236,3,3,2,175000
Norte de Quito,134,99,3,2,1,87000
Norte de Quito,339,234,4,3,2,158000
Tumbaco,220,180,3,2,1,159000
La Armenia,210,210,3,2,2,165000
Checa,151,151,2,2,1,265000
Tumbaco,405,324,3,2,2,275000
Norte de Quito,190,170,3,1,2,96900
Sangolqui,260,230,4,3,2,120000
Tumbaco,379,227,4,3,2,228000
Los Chillos,600,200,4,4,4,140000
Cumbayá,170,170,2,2,2,137000
Conocoto,220,155,3,2,2,138000
Cumbayá,295,210,4,2,2,250000
Cumbayá,220,190,3,2,2,235000
Cumbayá,432,432,3,5,4,460000
Norte de Quito,200,170,5,4,1,175000
Los Chillos,167,112,3,2,2,115000
Sangolqui,635,460,3,4,2,325000
Tumbaco,310,244,3,3,4,220000
Cumbayá,400,280,4,4,4,275000
Cumbayá,270,270,4,3,2,220000
Sangolqui,170,120,3,2,2,99000
Cumbayá,170,136,3,2,3,140000
El Condado,480,480,3,3,2,350000
Cumbayá,523,313,4,4,2,320000
Sangolqui,150,150,3,2,2,109000
Granda Centeno,300,300,4,2,3,200000
Mitad del Mundo,174,137,4,3,2,125000
Cumbayá,275,226,3,3,2,239000
Centro Norte,459,459,5,4,2,220000
El Condado,100,156,3,2,2,112000
Tumbaco,263,192,3,3,2,249000
Los Chillos,320,250,3,2,2,169000
La Armenia,135,135,3,2,1,135000
Sangolqui,128,125,3,2,2,98000
Tumbaco,300,209,3,4,2,275000
Los Chillos,154,105,3,2,1,90000
Cumbayá,194,120,3,2,2,149500
Tumbaco,216,187,3,2,2,245000
Conocoto,176,185,3,2,1,120000
Nayón - Tanda,440,340,3,3,2,430000
La Armenia,300,238,3,3,2,240000
Calderón,92,84,3,1,1,49999
Conocoto,253,253,4,3,2,153000
Cumbayá,212,212,3,2,2,178000
Cumbayá,220,168,4,2,2,175000
Cumbayá,480,480,3,4,4,590000
Calderón,108,100,3,2,1,72000
La Armenia,180,200,4,3,3,150000
Amagasí,190,162,3,2,2,148000
Cumbayá,233,140,4,2,2,165000
Cumbayá,240,190,3,2,2,250000
Cumbayá,489,489,4,3,2,500000
Norte de Quito,219,148,4,3,2,160000
Carcelén,127,116,3,2,1,112999
Mitad del Mundo,250,250,3,2,2,155000
La Armenia,155,118,3,2,2,115000
Tumbaco,489,489,5,3,2,195000
Sangolqui,130,97,3,2,1,70000
Los Chillos,180,150,3,2,2,129500
Tumbaco,422,422,3,4,4,695000
El Pinar,141,128,4,2,1,115000
Los Chillos,200,142,3,3,2,105000
Norte de Quito,190,190,4,3,2,130000
Norte de Quito,240,180,3,2,2,190000
Cumbayá,314,314,3,3,2,295000
Conocoto,241,171,3,2,2,157000
Tumbaco,203,135,3,2,2,143000
Norte de Quito,200,200,4,2,2,130000
El Pinar,208,132,4,3,1,118000
Conocoto,160,160,3,2,2,129900
Cumbayá,240,240,3,3,3,250000
Mitad del Mundo,297,263,3,3,3,249700
Cumbayá,350,330,4,4,3,370000
Cumbayá,162,162,3,2,2,200000
Los Chillos,160,105,3,2,2,85000
El Condado,520,320,3,3,4,270000
Carcelén,183,146,3,4,2,125000
El Pinar,118,118,4,2,1,80000
San Isidro - Vista Grande,136,126,3,2,2,99000
Carcelén,641,262,4,4,2,235000
Carcelén,150,150,4,3,1,140000
Sangolqui,153,108,3,2,1,69500
Calderón,120,120,4,3,1,69000
Sur de Quito,150,150,4,3,1,85000
Tumbaco,193,160,3,2,2,160000
Centro Norte,118,118,3,2,2,99500
La Armenia,118,118,3,2,2,115000
San Rafael,136,136,4,3,1,114000
Carcelén,257,221,3,4,3,219000
Los Chillos,594,398,4,5,3,250000
Norte de Quito,341,341,4,4,2,265000
Norte de Quito,882,368,4,6,4,280000
Cumbayá,170,140,3,2,2,190000
Calderón,89,89,3,3,1,60000
Cumbayá,350,257,4,4,3,280000
Los Chillos,185,130,3,2,1,92000
Carcelén,249,172,3,2,2,139999
Cumbayá,280,264,3,2,2,275000
San Bartolo,182,167,3,2,3,127900
Tumbaco,480,265,4,3,2,340000
Tumbaco,266,266,3,2,2,290000
Calderón,90,90,3,2,1,85000
Cumbayá,230,230,3,2,2,290000
Los Chillos,120,120,4,2,1,80000
Los Chillos,713,289,3,4,2,239000
Sur de Quito,271,271,4,3,1,95000
Conocoto,60,60,2,1,1,45000
Los Chillos,167,166,3,2,2,94800
Cumbayá,165,135,3,2,2,183000
Cumbayá,246,246,4,4,2,295000
Norte de Quito,378,340,4,4,3,269000
Carcelén,261,170,3,2,1,127500
Ponceano,111,111,4,3,2,99900
Quitumbe,99,93,3,1,1,66000
Mitad del Mundo,198,115,3,1,2,60000
Tumbaco,140,140,3,3,2,150000
San Isidro - Vista Grande,165,150,3,2,1,119000
Norte de Quito,120,120,3,1,1,49500
Los Chillos,300,300,5,3,3,215000
Conocoto,688,326,3,2,3,175000
Tumbaco,300,300,4,3,2,280000
Cumbayá,350,330,4,4,3,370000
Norte de Quito,185,135,3,3,2,195000
Conocoto,98,98,3,2,1,75000
Cumbayá,194,120,3,2,2,149500
Tumbaco,291,194,3,2,2,235000
Cumbayá,235,170,3,3,2,218000
Cumbayá,390,350,4,5,2,335000
Mitad del Mundo,250,170,3,2,2,139900
Calderón,100,90,3,2,1,45000
Los Chillos,1000,460,4,4,3,315000
Nayón - Tanda,302,250,4,4,2,260000
Norte de Quito,200,163,3,2,2,80000
Cumbayá,149,134,3,2,2,160000
Monteserrín,355,355,3,3,2,300000
Cumbayá,600,400,3,4,4,520000
Pomasqui,140,130,3,2,2,104000
Calderón,174,72,3,2,2,46000
Conocoto,231,127,4,2,2,125000
Calderón,220,215,3,2,3,100000
Sangolqui,110,110,3,2,1,85000
Los Chillos,200,150,3,2,2,99000
Carcelén,151,151,4,2,2,86000
Calderón,163,163,3,2,1,100000
Sur de Quito,182,126,2,1,1,75000
Cumbayá,575,490,4,5,3,470000
Los Chillos,500,180,4,3,4,150000
Mitad del Mundo,158,119,3,2,2,81990
Tumbaco,210,178,3,2,2,188000
Centro Norte,450,200,3,1,2,220000
Cumbayá,295,273,3,2,2,345000
Carcelén,145,121,3,2,2,79900
Norte de Quito,104,104,3,2,1,100000
Los Chillos,213,213,3,2,2,115000
Calderón,88,88,3,2,2,60000
Los Chillos,135,135,3,2,2,110000
Tumbaco,279,190,3,3,3,195000
Los Chillos,268,139,3,3,2,149000
Los Chillos,275,194,3,2,2,198000
Calderón,300,300,4,2,2,102000
Quitumbe,100,100,3,2,2,85000
Conocoto,133,133,3,2,3,130000
Amagasí,258,258,4,4,3,179000
Quitumbe,91,91,3,1,1,51500
Ponceano,239,124,3,2,2,119900
Carcelén,168,137,4,3,2,120000
Conocoto,155,155,3,1,1,85000
Carapungo,147,92,3,1,1,65000
Calderón,136,136,5,3,1,85000
Sangolqui,116,116,3,2,1,85000
Calderón,40,80,3,2,1,72000
Ponceano,204,204,4,3,1,97000
Carcelén,165,130,3,3,2,99000
Calderón,980,180,4,2,3,239000
Norte de Quito,240,240,4,3,2,145000
Norte de Quito,165,148,4,3,1,105000
Norte de Quito,240,200,4,3,3,250000
Tumbaco,483,388,4,4,3,445000
Sangolqui,120,120,3,2,1,60000
Ponceano,192,192,4,1,2,120000
Tumbaco,200,200,3,3,2,233000
Sangolqui,137,137,3,2,2,117000
La Armenia,858,160,3,2,4,275000
Carapungo,140,110,3,2,1,75000
Mitad del Mundo,116,116,3,3,1,87000
Amagasí,60,175,3,2,2,120000
Carcelén,304,198,3,2,2,140000
El Inca,50,117,3,2,1,97000
Sangolqui,90,90,2,1,1,58000
Conocoto,160,160,3,2,2,129900
Conocoto,303,163,3,2,2,147000
Cumbayá,233,140,4,2,2,165000
Quitumbe,262,250,3,3,1,115000
Calderón,150,104,3,2,1,98500
Calderón,192,150,3,2,2,93000
Mitad del Mundo,306,306,4,3,2,185000
Tumbaco,150,150,3,2,4,166000
Calderón,119,233,2,2,1,100000
Cumbayá,212,212,3,2,2,178000
Monteserrín,300,266,3,3,2,287400
Cumbayá,150,200,3,3,2,280000
Llano Grande,93,78,3,1,1,49000
El Inca,121,121,3,2,2,115000
Cumbayá,530,353,3,3,2,420000
Sangolqui,70,103,3,2,2,66000
Los Chillos,100,223,3,2,2,163000
Sangolqui,350,420,4,6,4,292700
Norte de Quito,105,208,4,3,1,145000
Tumbaco,217,217,3,3,2,217000
Mitad del Mundo,202,117,4,2,2,110000
La Armenia,222,132,3,2,2,130000
Calderón,167,166,3,2,2,64800
Sangolqui,79,79,3,1,1,65000
Cumbayá,194,194,3,2,2,175000
Conocoto,135,135,3,2,2,82000
Tumbaco,263,192,3,3,2,249000
Cumbayá,125,125,3,2,2,172000
Tumbaco,350,286,4,3,2,250000
Tumbaco,265,198,4,3,2,220000
San Rafael,320,320,4,2,4,350000
Tumbaco,315,192,3,3,3,174911
La Armenia,151,222,3,2,2,146000
La Armenia,191,142,3,2,2,105000
Llano Grande,107,107,3,1,1,44000
La Armenia,248,194,3,3,2,140000
Norte de Quito,190,170,3,1,2,96900
Tumbaco,279,190,3,3,4,180000
Mitad del Mundo,142,142,3,2,2,95000
Cumbayá,700,450,5,4,3,625000
Conocoto,180,100,3,2,1,115000
Ponceano,370,305,3,3,2,184999
Tumbaco,120,120,3,2,1,115000
Cumbayá,264,193,3,3,2,215000
Cumbayá,650,500,5,4,4,375000
Puembo,439,247,3,3,2,290000
Sur de Quito,291,180,5,3,3,80000
Los Chillos,787,365,4,3,4,430000
Puembo,250,150,3,2,2,145000
El Condado,120,120,3,2,1,70000
Sangolqui,242,188,5,4,4,109000
Cumbayá,517,320,3,3,3,365000
Cumbayá,208,208,4,3,3,200000
La Armenia,250,220,4,3,4,165000
Conocoto,140,140,3,2,2,105000
Miravalle,300,250,3,3,2,238000
Calderón,104,74,3,2,1,60000
Ponceano,169,120,3,2,2,130000
Carcelén,161,119,3,3,2,138000
Cumbayá,540,350,4,5,2,400000
Centro Norte,268,268,3,3,3,267000
Cumbayá,184,184,3,2,2,225000
Los Chillos,231,183,3,2,2,155000
Cumbayá,480,240,3,3,2,390000
Nayón - Tanda,162,159,3,3,3,250000
La Armenia,310,230,3,3,3,199900
Cumbayá,330,185,3,2,3,228000
Conocoto,150,150,4,2,1,95000
Conocoto,160,160,4,3,2,175000
Tumbaco,350,350,3,3,2,590000
Norte de Quito,530,400,3,2,2,219000
Mitad del Mundo,134,117,4,3,1,68000
La Armenia,115,115,3,2,2,105000
Cumbayá,310,216,3,3,2,244999
Tumbaco,254,190,3,3,2,184999
La Armenia,188,188,3,2,2,139000
Carcelén,119,113,3,2,1,66000
Nayón - Tanda,350,300,3,2,2,280000
San Rafael,600,300,3,2,3,250000
Norte de Quito,153,153,3,2,2,75000
Conocoto,110,96,3,2,1,69000
La Armenia,192,140,3,2,2,119000
Cumbayá,180,160,3,2,2,200000
Los Chillos,120,120,3,3,2,105000
Norte de Quito,136,136,4,3,2,102000
Cumbayá,235,170,3,4,2,206000
Centro Norte,240,240,4,3,3,290000
Los Chillos,201,102,3,2,2,95000
Puembo,330,290,3,3,3,335000
Cumbayá,380,300,4,4,3,380000
Mitad del Mundo,175,141,4,3,2,99900
Calderón,139,139,3,2,1,75000
Norte de Quito,115,94,3,2,1,79000
San Rafael,500,350,3,3,4,350000
Conocoto,1035,665,4,5,3,490000
Sangolqui,317,215,5,4,2,115000
Carcelén,176,139,3,2,2,123000
Los Chillos,160,105,3,2,2,85000
Los Chillos,194,165,3,2,2,119990
Sangolqui,700,500,4,4,2,285000
Cumbayá,185,185,3,3,2,282000
Tumbaco,102,102,3,2,1,95000
Los Chillos,180,150,2,2,2,138000
Cumbayá,234,184,3,2,2,225000
Pomasqui,150,150,3,2,2,80000
Conocoto,600,420,4,4,4,245000
Cumbayá,692,540,4,3,4,550000
Cumbayá,282,282,4,4,2,330000
Norte de Quito,138,123,4,2,1,95000
Pomasqui,175,138,4,3,2,120000
Los Chillos,101,96,5,2,1,65000
Tumbaco,180,162,3,2,2,145000
Mitad del Mundo,500,260,3,3,2,200000
Cumbayá,256,185,3,3,2,239000
Los Chillos,150,150,3,2,1,158000
Ponceano,453,453,4,5,2,380000
Los Chillos,320,250,3,2,2,169000
